tipo_morte;hora;bairro_ocorrencia;logradouro;genero;etnia;idade;profissao;escolaridade;intrumento_utilizado; faixa;turno
HOMICIDIO;21:27;PLANALTO;R JOAO HELIO;MASCULINO;BRANCA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;09:58;PLANALTO;R MARANATA (NA ESTRADA QUE VAI PARA A LOCALIDADE DE LENINGRADO);MASCULINO;PARDA;29;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;04:57;PLANALTO;R PIRANIBU EM FRENTE AO Nº 105;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;MADRUGADA
HOMICIDIO;18:00;PLANALTO;R REDINHA - PROXIMO AO TELECENTRO;MASCULINO;PARDA;25;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:25;PLANALTO;R ZECA DA SILVA - EM FRENTE A CASA Nº 78;MASCULINO;NEGRA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:22;PLANALTO;SAO GREGORIO AST;MASCULINO;NEGRA;41;CARREGADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;01:48;PLANALTO;TV ARACATI, PROXIMO AO MORRO;FEMININO;NEGRA;22;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MADRUGADA
HOMICIDIO;18:00;PLANALTO;TV CARFARNAUM - APOS O MERCADINHO DO INACIO;MASCULINO;NEGRA;26;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;21:27;PLANALTO;R TOMIRIM;MASCULINO;PARDA;23;ASG;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;ADULTO;NOTURNO
HOMICIDIO;20:44;PLANALTO;AST 08 DE MARCO, CONJUNTO SANTA CLARA;MASCULINO;NEGRA;33;VIDRACEIRO;ENSINO MEDIO COMPLETO;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;21:02;PLANALTO;LATERAL DA IGREJA BATISTA PLANALTO;MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;18:00;PLANALTO;NO MERCADINHO BOM VIZINHO, R CARLOS FILGUEIRA, 545;MASCULINO;PARDA;35;ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:25;PLANALTO;POR TRAS DA GRANJA DO PLANALTO;MASCULINO;BRANCA;27;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;PLANALTO;R ASA BRANCA Nº 34 (CONJUNTO SANTA CLARA);MASCULINO;PARDA;22;FRENTISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;20:01;PLANALTO;R FENIX;MASCULINO;PARDA;26;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;PLANALTO;R FRANCISCO DE ASSIS DA SILVEIRA;MASCULINO;PARDA;20;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;21:27;PLANALTO;R MIRAMANGUE - NO INTERIOR DE UM VEICULO;MASCULINO;BRANCA;18;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;18:00;PLANALTO;R PROF. ANTONIO TRIGUEIRO;MASCULINO;PARDA;42;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:00;PLANALTO;R SANTA QUITERIA;MASCULINO;PARDA;22;AUXILIAR DE ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:27;PLANALTO;R SAO JOAO GREGORIO, PROX AO CJ SANTA CLARA;MASCULINO;PARDA;33;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:57;PLANALTO;R JARDIM DO EDEM;MASCULINO;NEGRA;43;ELETRICISTA DE VEICULO;ENSINO MEDIO COMPLETO;ASFIXIA MECANICA PROVOCADA;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;21:27;PLANALTO;R ENGENHEIRO JOSE DANTAS - CONJUNTO LENINGRADO;MASCULINO;NEGRA;47;MARCENEIRO;ENSINO MEDIO COMPLETO;OBJETO CONTUNDENTE;ADULTO;NOTURNO
HOMICIDIO;20:31;PLANALTO;VIA PUBLICA;MASCULINO;PARDA;39;NI;NI;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;18:00;PLANALTO;2ª TV MONTE REI;MASCULINO;PARDA;26;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
LATROCINIO;20:44;PLANALTO;AV MIRA MANGUE (NO INTERIOR DE UM ESTABELECIMENTO COMERCIAL) ;MASCULINO;PARDA;50;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:35;PLANALTO;COND. VIVENDAS DO PLANALTO;MASCULINO;NEGRA;26;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;15:43;PLANALTO;ESTRADA CARROCAVEL, PROL. DA SANTO ORNOFR;MASCULINO;NEGRA;18;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:00;PLANALTO;R FRANCISCA CAMPOS, AO LADO DA ASSOCIACAO VIVENDAS DO PLANALTO;MASCULINO;NEGRA;24;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:41;PLANALTO;R FRANCISCA CAMPOS, AO LADO DA ASSOCIACAO VIVENDAS DO PLANALTO;MASCULINO;NEGRA;26;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;20:17;PLANALTO;R JARDIM DO EDEN;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;PLANALTO;R LUIZ FELIPE, CONJUNTO LENINGRADO;MASCULINO;NEGRA;21;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;PLANALTO;R MARCOS AUGUSTO EM FRENTE AO N° 11 C ;MASCULINO;NEGRA;21;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;00:23;PLANALTO;R PROFESSOR COUTINHO;MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:27;PLANALTO;R SANTA QUITERIA;MASCULINO;PARDA;21;DETENTO FUGITIVO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;09:59;PLANALTO;R SAO BRAULIO;MASCULINO;PARDA;21;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;20:23;PLANALTO;TV NOSSA SRA DA PIEDADE PROXIMO AO MERCADINHO DO LEAO (ENTERRADO AINDA VIVO);MASCULINO;PARDA;24;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:21;PLANALTO;AV NEZINHO ALVES;MASCULINO;NEGRA;22;PROCURADOR DE JUSTICA;SUPERIOR;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:27;PONTA NEGRA;R SANTA MARIA;MASCULINO;PARDA;35;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;PONTA NEGRA;R ALTO BOA VISTA S/N;MASCULINO;BRANCA;14;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;ADOLESCENTE;VESPERTINO
LATROCINIO;18:00;PONTA NEGRA;R TEN. OLAVO FRANCISCO DOS SANTOS - NO ESTACIONAMENTO;MASCULINO;BRANCA;30;CORRETOR DE AUTOMOVEIS;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LATROCINIO;18:00;PONTA NEGRA;R BARREIRA ROXA, 2117, POUSADA VILA IRENE;MASCULINO;NEGRA;18;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:52;PONTA NEGRA;R DO CORRUPIU;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;18:00;PONTA NEGRA;R FRANCISCO SIMPLICIO, VILA DE PONTA NEGRA;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:27;PONTA NEGRA;R JOSE BARRADO;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;PONTA NEGRA;R MANOEL CONGO;MASCULINO;NEGRA;31;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;04:47;PONTA NEGRA;R MORRO DO CARECA, VILA DE PONTA NEGRA;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;ADULTO;MADRUGADA
HOMICIDIO;18:00;PONTA NEGRA;R SANTA MARIA;MASCULINO;PARDA;18;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:27;PONTA NEGRA;VILA DE PONTA NEGRA;MASCULINO;NEGRA;21;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
ESTUPRO SEGUIDO DE MORTE;NI;PONTA NEGRA;POUSADA VARANDAS DA PRAIA;FEMININO;BRANCA;47;EMPRESARIO(A);SUPERIOR;ASFIXIA MECANICA PROVOCADA;ADULTO;NI
HOMICIDIO;18:00;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;25;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:07;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;20;ENTREGADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;01:48;POTENGI;AV JOAO MEDEIROS FILHO;MASCULINO;NEGRA;21;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MADRUGADA
HOMICIDIO;18:00;POTENGI;ENCONTRADO NA R APUCARANA EM FRENTE AO Nº 34;MASCULINO;NEGRA;32;AUXILIAR DE MECANICO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;07:41;POTENGI;OCORRENCIA NA AV APUCARANA - VIA PULBLICA;MASCULINO;PARDA;24;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;NI;POTENGI;R CRUZEIRO DO OESTE - EM FRENTE AO Nº 137;MASCULINO;PARDA;29;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;18:00;POTENGI;R DO LIMOEIRO DO NORTE, PANATIS;MASCULINO;NEGRA;24;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;07:10;POTENGI;R DR PEDRO LOPES CARNEIRO LC;MASCULINO;NEGRA;34;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;22:55;POTENGI;R SERRA DA TIJUCA PROXIMO AO POSTE DE ILUMINACAO PUBLICA N° B-3 - 583 - SOLEDADE II;MASCULINO;NEGRA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;23:51;POTENGI;R VOTUPORANGA - SANTAREM;MASCULINO;NEGRA;46;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:15;POTENGI;TV LINDALVA OLEGARIO- EM FRENTE AO Nº 46 - JARDIM PROGRESSO;MASCULINO;BRANCA;35;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;POTENGI;VIA PUBLICA;MASCULINO;BRANCA;17;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;18:00;POTENGI;R VOTUOPORANGA;MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;14:18;POTENGI;3ª TV SIQUEIRA CAMPOS;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:27;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;24;AUXILIAR DE PIZZAIOLO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;14:10;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;16:10;POTENGI;AV ITAPETINGA;MASCULINO;BRANCA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;POTENGI;CONJUNTO SANTA CATARINA;MASCULINO;NEGRA;30;AUXILIAR DE ALMOXARIFADO DE OBRAS;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;21:27;POTENGI;R CRUZEIRO DO OESTE - EM FRENTE AO Nº 137;MASCULINO;BRANCA;25;ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;13:56;POTENGI;R CURITIBANOS, Nº01, CONJ SANTA CATARINA;FEMININO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;23:35;POTENGI;R VOLTA REDONDA, CONJUNTO SANTA CATARINA;FEMININO;PARDA;23;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;07:10;POTENGI;TV AUGUSTO SEZINO, 35, DENTRO DA RESIDENCIA;MASCULINO;NEGRA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;NI;POTENGI;PRACA IAPICARA, PROXIMO AO SUPERMERCADO NORDESTAO, NO CONJUNTO SANTA CATARINA;MASCULINO;NEGRA;22;NI;NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;20:29;POTENGI;R CEL BORGES EM FRENTE A CASA Nº 861;MASCULINO;PARDA;23;NI;NI;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;21:27;POTENGI;AREA DE LAZER DE PANATIS;MASCULINO;NEGRA;25;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;POTENGI;AV APUCARANA;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;21:27;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;23;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:51;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;BRANCA;20;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:51;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;22;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:35;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;37;VENDEDOR AMBULANTE;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:15;POTENGI;AV FLORIANOPOLIS;MASCULINO;BRANCA;31;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;14:18;POTENGI;AV ITAPETINGA;MASCULINO;BRANCA;29;EX DETENTO TRABALHADOR;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;POTENGI;AV JOAO MEDEIROS FILHO;MASCULINO;NEGRA;25;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;21:27;POTENGI;AV SENHOR DO BOMFIM, CJ SANTA CATARINA;MASCULINO;NEGRA;50;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;15:19;POTENGI;HOSPITAL DR JOSE PEDRO BEZERRA (R ARAQUARI, S/N CONJUNTO SANTA CATARINA);MASCULINO;PARDA;21;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;21:27;POTENGI;HOSPITAL SANTA CATARINA (R ARAGUARI);MASCULINO;PARDA;36;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;POTENGI;R ALTO DA TORRE Nº 25;MASCULINO;NEGRA;18;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:00;POTENGI;R ITABUNA, CONJ SOLEDADE 1;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;19:27;POTENGI;R PRACA IGUARACU Nº 35 -CONJUNTO SANTAREM;MASCULINO;NEGRA;29;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:21;POTENGI;CADEIA PUBLICA DE NATAL: RAIMUNDO NONATO, AV ITAPETINGA, S/N;MASCULINO;NEGRA;18;DETENTO;NI;ASFIXIA MECANICA PROVOCADA;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;16:12;POTENGI;OBS - NAO DETERMINADO NA VIA DO DELEGADO ZONA NORTE LK;MASCULINO;PARDA;18;DESOCUPADO(A);NI;CARBONIZACAO;ADULTO;VESPERTINO
HOMICIDIO;15:43;POTENGI;CADEIA PUBLICA DE NATAL (RAIMUNDO NONATO) AV ITAPETINGA, S/N - ESPANCADO POR COLEGAS MORREU NO HOSPITAL;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ESPANCAMENTO;ADULTO;VESPERTINO
HOMICIDIO;18:00;PRAIA DO MEIO;AV 25 DE DEZEMBRO;MASCULINO;PARDA;27;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:32;PRAIA DO MEIO;R DARCY MARGAS;MASCULINO;PARDA;30;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;09:00;PRAIA DO MEIO;R FELICIANO DIAS;MASCULINO;NEGRA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;18:00;PRAIA DO MEIO;R 25 DE DEZEMBRO;FEMININO;BRANCA;32;ACOMPANHANTE INTIMO;NI;ARMA DE FOGO;ADULTO;VESPERTINO
ESTUPRO SEGUIDO DE MORTE;20:25;PRAIA DO MEIO;R RODRIGUES DIAS;FEMININO;PARDA;27;NI;NI;ASFIXIA MECANICA PROVOCADA;ADULTO;NOTURNO
HOMICIDIO;23:38;QUINTAS;R GENERAL ORLANDO GEISEL Nº 81 LC;MASCULINO;NEGRA;31;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;18:00;QUINTAS;R SAO GERALDO, 187 C;MASCULINO;PARDA;34;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;NI;QUINTAS;R DR MARIO NEGOCIO, VIA PUBLICA;MASCULINO;PARDA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;18:00;QUINTAS;R SANTA HELENA;MASCULINO;PARDA;27;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;04:57;QUINTAS;R: NOVA JERUSALEM, Nº 24 (DENTRO DE SUA RESIDENCIA);FEMININO;PARDA;29;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;21:32;QUINTAS;MORTE APARENTEMENTE POR OVERDOSE, SENDO CONFIRMADA ACAO CONDUNTE EM LAUDO DO SITE ITEP EM 25/4/2014 (LAUDO RETIRADO DO LIVRO);FEMININO;PARDA;41;DO LAR;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;ADULTO;NOTURNO
HOMICIDIO;18:00;QUINTAS;R VILA FERREVIARIA;MASCULINO;NEGRA;18;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;19:44;QUINTAS;AV CEL ESTEVAM;MASCULINO;PARDA;23;NI;NI;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;21:27;QUINTAS;R DR JOSE NEVES;MASCULINO;BRANCA;37;DESEMPREGADO;NI;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;NI;QUINTAS;ENCONTRADO AS MARGENS DO RIO POTENGI;MASCULINO;PARDA;26;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;19:46;QUINTAS;ENCONTRADO NA LAGOA DE CAPTACAO DA CAERN ATRAS DA 7 DP;MASCULINO;NEGRA;28;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:55;QUINTAS;R ARI PARREIRA,1476,;MASCULINO;NEGRA;29;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:46;QUINTAS;R CONEGO MONTE;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:21;QUINTAS;R DOS PAIATIS EM FRENTE A CASA DE N 174;MASCULINO;NEGRA;18;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;QUINTAS;R RIO POTENGI;MASCULINO;NEGRA;38;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:27;REDINHA;R LUIZ JUSTINO DE OLIVEIRA Nº 30;MASCULINO;BRANCA;27;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;REDINHA;R MANOEL CAETANO - QUINTAL DO BAR DO EDILSON;MASCULINO;BRANCA;19;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;REDINHA;MANGUE ABAIXO DA PONTE NEWTON NAVARRO;MASCULINO;PARDA;32;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;19:46;REDINHA;R BAEPENDI, 868;MASCULINO;NEGRA;43;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;REDINHA;MERCADO PUBLICO DA REDINHA;MASCULINO;NEGRA;23;PESCADOR;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;18:00;REDINHA;PROXIMO A QUADRA DE ESPORTES;MASCULINO;BRANCA;28;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:00;REDINHA;R PADRE CICERO, 431;MASCULINO;NEGRA;40;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;23:10;REDINHA;R RENASCER, Nº 109 - ALTO DA TORRE;MASCULINO;BRANCA;22;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;REDINHA;R ULYSSES GUIMARAES;FEMININO;BRANCA;42;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:27;REDINHA;TRVESSA BEBERIBE S/N;MASCULINO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;20:44;REDINHA;VIA PUBLICA - ALTO DA TORRE;MASCULINO;BRANCA;21;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:03;REDINHA;R DAS PRIMULAS,EM FRENTE A CASA DE N/215, ALTO DA TORRE;MASCULINO;PARDA;44;EMPRESARIO(A);SUPERIOR;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;RIBEIRA;LARGO DA RIBEIRA - EM FRENTE A RDRIA VELHA;MASCULINO;PARDA;36;DESEMPREGADO;NI;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;19:08;ROCAS;AV BELO HORIZONTE;MASCULINO;NEGRA;22;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;10:15;ROCAS;R SAO PEDRO, Nº 56 - MERCADINHO NAS ROCAS ;MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;16:44;ROCAS;R TEOTONIO FREIRE Nº 08;MASCULINO;BRANCA;34;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:15;ROCAS;"R TEOTONIO FREIRE Nº 8""B"" EM FRENTE A RESIDENCIA";MASCULINO;BRANCA;35;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:15;ROCAS;BAR DO CHIQUINHO, PRACA LIONS CLUB, S/N;MASCULINO;NEGRA;32;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:00;ROCAS;BAR DO CHIQUINHO, PRACA LIONS CLUB, S/N;MASCULINO;BRANCA;48;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:00;ROCAS;PRACA IRMA VITORIA;MASCULINO;NEGRA;32;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;ROCAS;PRACA SAO JOAO DE DEUS - EM FRENTE AO HOSPESC;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;19:05;ROCAS;R DA ESPERANCA;MASCULINO;NEGRA;20;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;14:45;ROCAS;R DO MOTOR;MASCULINO;BRANCA;20;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
